code_1lvl,name_1lvl,code_2lvl,name_2lvl,code_3lvl,name_3lvl
C00-D48,Neoplasms,C76-C80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",C78,Secondary malignant neoplasm of respiratory and digestive organs
C00-D48,Neoplasms,C76-C80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",C79,Secondary malignant neoplasm of other sites
C00-D48,Neoplasms,C76-C80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",C80,Malignant neoplasm without specification of site
C00-D48,Neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C81,Hodgkin's disease
C00-D48,Neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C82,Follicular [nodular] non-Hodgkin's lymphoma
C00-D48,Neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C83,Diffuse non-Hodgkin's lymphoma
C00-D48,Neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C84,Peripheral and cutaneous T-cell lymphomas
C00-D48,Neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C85,Other and unspecified types of non-Hodgkin's lymphoma
C00-D48,Neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C88,Malignant immunoproliferative diseases
C00-D48,Neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C90,Multiple myeloma and malignant plasma cell neoplasms
C00-D48,Neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C91,Lymphoid leukaemia
C00-D48,Neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C92,Myeloid leukaemia
C00-D48,Neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C93,Monocytic leukaemia
C00-D48,Neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C94,Other leukaemias of specified cell type
C00-D48,Neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C95,Leukaemia of unspecified cell type
C00-D48,Neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C96,"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue"
C00-D48,Neoplasms,C97-C97,Malignant neoplasms of independent (primary) multiple sites,C97,Malignant neoplasms of independent (primary) multiple sites
C00-D48,Neoplasms,D00-D09,In situ neoplasms,D00,"Carcinoma in situ of oral cavity, oesophagus and stomach"
C00-D48,Neoplasms,D00-D09,In situ neoplasms,D01,Carcinoma in situ of other and unspecified digestive organs
C00-D48,Neoplasms,D00-D09,In situ neoplasms,D02,Carcinoma in situ of middle ear and respiratory system
C00-D48,Neoplasms,D00-D09,In situ neoplasms,D03,Melanoma in situ
C00-D48,Neoplasms,D00-D09,In situ neoplasms,D04,Carcinoma in situ of skin
C00-D48,Neoplasms,D00-D09,In situ neoplasms,D05,Carcinoma in situ of breast
C00-D48,Neoplasms,D00-D09,In situ neoplasms,D06,Carcinoma in situ of cervix uteri
C00-D48,Neoplasms,D00-D09,In situ neoplasms,D07,Carcinoma in situ of other and unspecified genital organs
C00-D48,Neoplasms,D00-D09,In situ neoplasms,D09,Carcinoma in situ of other and unspecified sites
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D10,Benign neoplasm of mouth and pharynx
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D11,Benign neoplasm of major salivary glands
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D12,"Benign neoplasm of colon, rectum, anus and anal canal"
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D13,Benign neoplasm of other and ill-defined parts of digestive system
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D14,Benign neoplasm of middle ear and respiratory system
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D15,Benign neoplasm of other and unspecified intrathoracic organs
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D16,Benign neoplasm of bone and articular cartilage
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D17,Benign lipomatous neoplasm
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D18,"Haemangioma and lymphangioma, any site"
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D19,Benign neoplasm of mesothelial tissue
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D21,Other benign neoplasms of connective and other soft tissue
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D22,Melanocytic naevi
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D23,Other benign neoplasms of skin
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D24,Benign neoplasm of breast
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D25,Leiomyoma of uterus
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D26,Other benign neoplasms of uterus
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D27,Benign neoplasm of ovary
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D28,Benign neoplasm of other and unspecified female genital organs
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D29,Benign neoplasm of male genital organs
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D30,Benign neoplasm of urinary organs
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D31,Benign neoplasm of eye and adnexa
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D32,Benign neoplasm of meninges
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D33,Benign neoplasm of brain and other parts of central nervous system
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D34,Benign neoplasm of thyroid gland
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D35,Benign neoplasm of other and unspecified endocrine glands
C00-D48,Neoplasms,D10-D36,Benign neoplasms,D36,Benign neoplasm of other and unspecified sites
C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,D37,Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs
C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,D38,Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs
C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,D39,Neoplasm of uncertain or unknown behaviour of female genital organs
C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,D40,Neoplasm of uncertain or unknown behaviour of male genital organs
C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,D41,Neoplasm of uncertain or unknown behaviour of urinary organs
C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,D42,Neoplasm of uncertain or unknown behaviour of meninges
C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,D43,Neoplasm of uncertain or unknown behaviour of brain and central nervous system
C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,D44,Neoplasm of uncertain or unknown behaviour of endocrine glands
C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,D45,Polycythaemia vera
C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,D46,Myelodysplastic syndromes
C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,D47,"Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue"
C00-D48,Neoplasms,D37-D48,Neoplasms of uncertain or unknown behaviour,D48,Neoplasm of uncertain or unknown behaviour of other and unspecified sites
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D53,Nutritional anaemias,D50,Iron deficiency anaemia
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D53,Nutritional anaemias,D51,Vitamin B12 deficiency anaemia
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D53,Nutritional anaemias,D52,Folate deficiency anaemia
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D53,Nutritional anaemias,D53,Other nutritional anaemias
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D55-D59,Haemolytic anaemias,D55,Anaemia due to enzyme disorders
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D55-D59,Haemolytic anaemias,D56,Thalassaemia
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D55-D59,Haemolytic anaemias,D57,Sickle-cell disorders
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D55-D59,Haemolytic anaemias,D58,Other hereditary haemolytic anaemias
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D55-D59,Haemolytic anaemias,D59,Acquired haemolytic anaemia
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D60-D64,Aplastic and other anaemias,D60,Acquired pure red cell aplasia [erythroblastopenia]
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D60-D64,Aplastic and other anaemias,D61,Other aplastic anaemias
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D60-D64,Aplastic and other anaemias,D62,Acute posthaemorrhagic anaemia
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D60-D64,Aplastic and other anaemias,D63*,Anaemia in chronic diseases classified elsewhere
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D60-D64,Aplastic and other anaemias,D64,Other anaemias
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D65-D69,"Coagulation defects, purpura and other haemorrhagic conditions",D65,Disseminated intravascular coagulation [defibrination syndrome]
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D65-D69,"Coagulation defects, purpura and other haemorrhagic conditions",D66,Hereditary factor VIII deficiency
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D65-D69,"Coagulation defects, purpura and other haemorrhagic conditions",D67,Hereditary factor IX deficiency
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D65-D69,"Coagulation defects, purpura and other haemorrhagic conditions",D68,Other coagulation defects
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D65-D69,"Coagulation defects, purpura and other haemorrhagic conditions",D69,Purpura and other haemorrhagic conditions
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D70-D77,Other diseases of blood and blood-forming organs,D70,Agranulocytosis
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D70-D77,Other diseases of blood and blood-forming organs,D71,Functional disorders of polymorphonuclear neutrophils
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D70-D77,Other diseases of blood and blood-forming organs,D72,Other disorders of white blood cells
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D70-D77,Other diseases of blood and blood-forming organs,D73,Diseases of spleen
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D70-D77,Other diseases of blood and blood-forming organs,D74,Methaemoglobinaemia
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D70-D77,Other diseases of blood and blood-forming organs,D75,Other diseases of blood and blood-forming organs
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D70-D77,Other diseases of blood and blood-forming organs,D76,Certain diseases involving lymphoreticular tissue and reticulohistiocytic system
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D70-D77,Other diseases of blood and blood-forming organs,D77*,Other disorders of blood and blood-forming organs in diseases classified elsewhere
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D80-D89,Certain disorders involving the immune mechanism,D80,Immunodeficiency with predominantly antibody defects
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D80-D89,Certain disorders involving the immune mechanism,D81,Combined immunodeficiencies
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D80-D89,Certain disorders involving the immune mechanism,D82,Immunodeficiency associated with other major defects
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D80-D89,Certain disorders involving the immune mechanism,D83,Common variable immunodeficiency
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D80-D89,Certain disorders involving the immune mechanism,D84,Other immunodeficiencies
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D80-D89,Certain disorders involving the immune mechanism,D86,Sarcoidosis
D50-D89,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D80-D89,Certain disorders involving the immune mechanism,D89,"Other disorders involving the immune mechanism, not elsewhere classified"
E00-E90,"Endocrine, nutritional and metabolic diseases",E00-E07,Disorders of thyroid gland,E00,Congenital iodine-deficiency syndrome
E00-E90,"Endocrine, nutritional and metabolic diseases",E00-E07,Disorders of thyroid gland,E01,Iodine-deficiency-related thyroid disorders and allied conditions
E00-E90,"Endocrine, nutritional and metabolic diseases",E00-E07,Disorders of thyroid gland,E02,Subclinical iodine-deficiency hypothyroidism
E00-E90,"Endocrine, nutritional and metabolic diseases",E00-E07,Disorders of thyroid gland,E03,Other hypothyroidism
